@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {chainsaw,Axe,not}

@DATA
0.079450,0.002261,3.085315,0.183861,0.203321,0.655566,0.003668,0.114179,-29.805065,2.293903,0.600330,0.462773,0.441732,0.190849,0.200540,-0.090986,-0.042910,0.165982,-0.105275,-0.015629,-0.248702,0.021436,0.001437,0.034286,0.014367,0.069190,0.004230,0.019904,0.002445,0.003170,0.026624,0.026619,0.001843,0.024499,0.000026,-0.000001,0.000902,-0.000075,-0.000078,0.001380,0.000026,0.000681,-0.000593,-0.001001,0.003656,-0.000422,-0.003226,-0.001816,-0.004250,-0.002781,-0.002391,-0.000239,0.000576,0.000174,0.001576,-0.000123,0.000001,0.000401,0.000084,0.000131,0.000003,-0.000136,0.000001,0.000002,-0.000108,-0.000305,0.000003,0.000014,0.030645,0.004014,0.140565,0.023601,0.016363,0.331677,0.001526,0.073905,1.080264,0.567755,0.350081,0.185175,0.161937,0.173267,0.163532,0.146718,0.138614,0.129114,0.138291,0.138830,0.136828,0.016917,0.001026,0.020415,0.011646,0.030707,0.002624,0.014935,0.002343,0.002384,0.021974,0.018669,0.001496,0.006248,0.031942,0.003627,0.201387,0.017763,0.011788,0.299034,0.001878,0.072483,0.588678,0.421123,0.277863,0.226135,0.206773,0.230215,0.210072,0.194818,0.207602,0.186920,0.182487,0.195898,0.188386,0.022304,0.001375,0.026626,0.016468,0.044112,0.003859,0.020850,0.003000,0.003391,0.029926,0.027306,0.002069,0.008944,Axe
0.064916,0.001912,3.046427,0.161954,0.195064,0.532945,0.004504,0.078078,-31.613956,2.340745,0.266444,0.530335,0.450707,0.059315,0.145370,-0.060801,-0.024333,0.143878,-0.080407,0.003169,-0.222785,0.023393,0.002199,0.043854,0.013987,0.055780,0.005130,0.018695,0.002576,0.004652,0.028429,0.019818,0.002699,0.022392,-0.000367,0.000000,0.000341,-0.000281,0.000087,-0.004646,0.000111,-0.000771,0.012314,0.013218,-0.010218,0.000830,-0.002083,-0.002153,0.003255,0.001323,0.001630,0.000625,0.001029,-0.002164,0.002052,-0.000250,0.000023,0.000457,-0.000007,-0.000235,-0.000000,0.000244,0.000005,0.000011,-0.000034,0.000037,0.000004,-0.000003,0.032360,0.005468,0.219700,0.030361,0.027724,0.432134,0.002427,0.071007,2.231124,0.913948,0.420352,0.166582,0.197668,0.199693,0.141349,0.164913,0.151958,0.145747,0.140732,0.147668,0.129995,0.020538,0.001612,0.026221,0.012604,0.035008,0.003591,0.014491,0.002691,0.003846,0.021113,0.015825,0.002211,0.008021,0.024124,0.006141,0.314553,0.022950,0.021641,0.320892,0.003053,0.055041,1.216786,0.589537,0.277841,0.210240,0.219180,0.225650,0.179562,0.217680,0.200840,0.184847,0.192161,0.202852,0.184220,0.028239,0.002068,0.032496,0.018144,0.048701,0.004286,0.019191,0.003586,0.005232,0.027453,0.021267,0.002634,0.008603,Axe
0.077794,0.002714,3.068919,0.192669,0.213438,0.620369,0.003745,0.083953,-30.516671,2.149507,0.481007,0.583475,0.435730,0.201445,0.160064,-0.137246,0.006918,0.160893,-0.143090,-0.005353,-0.205091,0.025171,0.001684,0.039617,0.015824,0.072046,0.003891,0.015964,0.001791,0.003617,0.016012,0.019971,0.001687,0.024194,0.000106,-0.000001,-0.000015,-0.000079,-0.000249,0.006425,0.000051,0.000824,-0.004272,-0.013578,0.007867,-0.004181,0.000530,0.002081,-0.003013,-0.000505,-0.002363,0.002790,-0.003868,0.000418,-0.003538,-0.000046,0.000000,0.000029,-0.000236,-0.000117,0.000053,-0.000073,0.000023,-0.000025,-0.000133,-0.000056,0.000001,-0.000022,0.031402,0.006896,0.165120,0.025519,0.033763,0.377185,0.001998,0.077111,2.476282,0.963213,0.276468,0.236609,0.201429,0.163001,0.152686,0.170220,0.136343,0.141166,0.166810,0.152550,0.154510,0.020190,0.001421,0.028585,0.015163,0.040400,0.003070,0.011277,0.001923,0.002619,0.013848,0.014612,0.001268,0.010107,0.028542,0.006748,0.224955,0.017605,0.018676,0.300567,0.002620,0.059743,1.405326,0.668550,0.284892,0.255530,0.258747,0.236867,0.197189,0.206029,0.179224,0.197726,0.192256,0.183073,0.194112,0.024626,0.001796,0.035788,0.019815,0.046898,0.004385,0.014379,0.002373,0.003459,0.018036,0.019570,0.001568,0.009508,Axe
0.066837,0.002123,3.045515,0.204569,0.235437,0.465711,0.003806,0.050250,-31.189354,2.704958,0.293551,0.619422,0.410446,0.234354,0.100560,-0.205798,-0.064956,0.152884,-0.105426,-0.061295,-0.167970,0.022547,0.001316,0.031274,0.021864,0.088117,0.004910,0.014518,0.001855,0.003194,0.021049,0.022335,0.002039,0.027189,0.000072,0.000000,0.000095,0.000090,0.000024,-0.001926,0.000012,-0.000590,-0.001746,0.003514,-0.007871,0.002889,0.002542,0.001334,0.002935,-0.001384,0.001050,-0.002331,-0.000996,-0.001313,0.002524,-0.000071,0.000006,-0.000023,-0.000242,0.000332,0.000008,0.000008,0.000016,-0.000002,0.000036,0.000004,-0.000007,0.000080,0.023482,0.006227,0.153369,0.019733,0.032301,0.373933,0.002004,0.060208,2.404516,1.061914,0.249643,0.301515,0.201754,0.187623,0.167059,0.146496,0.140157,0.156732,0.138581,0.160086,0.133740,0.023829,0.001043,0.021055,0.018230,0.040080,0.003920,0.009804,0.002021,0.002413,0.014288,0.017491,0.002137,0.009503,0.023311,0.006577,0.238486,0.017992,0.017808,0.250277,0.002627,0.041494,1.436684,0.568318,0.292749,0.249301,0.233409,0.243012,0.214014,0.213761,0.188527,0.178701,0.198801,0.200404,0.178546,0.030881,0.001338,0.028553,0.025179,0.044152,0.005585,0.014989,0.002299,0.003107,0.019781,0.024165,0.002679,0.009418,Axe
0.060547,0.038535,3.175825,0.108857,0.126467,0.378003,0.005295,0.085744,-22.540319,0.755145,-1.327285,0.262341,-0.245757,0.050793,-0.135119,-0.158817,0.067073,-0.090408,0.070579,0.121788,0.070148,0.010100,0.010366,0.008215,0.008535,0.011843,0.013964,0.020690,0.008625,0.012824,0.009999,0.010110,0.009897,0.013037,0.000222,-0.000084,-0.000065,0.000024,-0.000052,0.002606,0.000017,0.000558,0.004125,0.001279,-0.000093,0.003129,0.002444,0.002471,0.000428,-0.001002,-0.001876,-0.003132,-0.004346,0.001238,0.001010,-0.000010,0.000033,0.000005,0.000010,0.000017,0.000014,0.000275,-0.000004,0.000000,0.000031,-0.000069,-0.000822,-0.000155,0.014306,0.022028,0.123662,0.017393,0.024511,0.177385,0.002251,0.028142,0.681015,0.474783,0.350121,0.305391,0.296458,0.245186,0.321614,0.236596,0.252840,0.235002,0.213807,0.195595,0.174591,0.008141,0.010478,0.006971,0.008208,0.012252,0.014077,0.020589,0.010855,0.013158,0.009467,0.009020,0.011660,0.006629,0.014861,0.026148,0.168511,0.020487,0.032779,0.183436,0.002844,0.032679,0.651528,0.441053,0.324534,0.293224,0.297116,0.267484,0.328649,0.268753,0.278025,0.286730,0.261182,0.248676,0.219060,0.010745,0.013703,0.009051,0.010592,0.014402,0.018724,0.025177,0.013777,0.015716,0.012385,0.010194,0.014819,0.007776,not
0.058544,0.000564,3.132806,0.102462,0.116046,0.527668,0.008415,0.093252,-31.793176,0.535597,-0.262402,-0.091763,-0.230852,0.007215,-0.078479,0.009712,-0.004722,0.038268,-0.013773,0.079961,-0.134625,0.006914,0.003096,0.010193,0.008163,0.057242,0.005155,0.018879,0.004052,0.004204,0.007692,0.008579,0.008284,0.023234,-0.000061,-0.000000,0.000077,-0.000052,-0.000024,-0.000846,0.000002,-0.000130,-0.002961,0.000281,-0.000780,0.000656,0.000132,0.000078,0.000122,0.000025,0.000415,-0.000258,0.000026,-0.000189,0.000114,-0.000001,-0.000000,-0.000017,-0.000001,0.000065,-0.000004,0.000005,-0.000001,-0.000002,-0.000012,-0.000001,-0.000002,0.000018,0.025738,0.000787,0.236995,0.022619,0.024966,0.312728,0.012588,0.045572,2.036847,0.573974,0.551000,0.383561,0.333249,0.303016,0.279622,0.230634,0.226533,0.236157,0.245621,0.212384,0.250290,0.007609,0.003664,0.010486,0.011175,0.021847,0.006636,0.020389,0.005677,0.004964,0.009337,0.010304,0.011613,0.009353,0.022992,0.000779,0.328835,0.022064,0.031455,0.277288,0.017551,0.040861,1.430671,0.534109,0.456242,0.357897,0.329561,0.316075,0.288074,0.264603,0.253937,0.263790,0.267801,0.247367,0.252934,0.008792,0.004666,0.012567,0.012281,0.016375,0.007750,0.022595,0.005846,0.006381,0.009900,0.011659,0.013088,0.009717,not
0.064459,0.012594,3.084305,0.157982,0.196452,0.398874,0.004952,0.067168,-30.378061,1.577660,-0.883140,0.441788,0.014364,-0.308476,0.056655,0.149890,0.011806,-0.054328,0.203664,0.038896,-0.057072,0.010916,0.007184,0.030117,0.014927,0.016967,0.008692,0.049626,0.003899,0.008941,0.008184,0.025941,0.007123,0.022513,0.000031,0.000003,0.000139,0.000031,0.000005,0.000156,0.000006,0.000054,0.008216,-0.003079,-0.002690,0.000290,0.000048,0.000305,0.001231,0.000143,-0.000681,-0.001397,0.000215,-0.000274,-0.000549,-0.000003,0.000000,0.000014,0.000014,0.000000,0.000037,-0.000153,0.000002,-0.000000,0.000000,-0.000204,-0.000007,-0.000053,0.017008,0.020570,0.220596,0.018322,0.010537,0.201028,0.002720,0.029754,1.956764,0.720886,0.453025,0.300128,0.288125,0.285175,0.233990,0.277833,0.229504,0.248348,0.228938,0.210242,0.189426,0.010086,0.008075,0.022340,0.014315,0.013178,0.009927,0.037226,0.005235,0.010326,0.008113,0.021221,0.007834,0.010487,0.015981,0.016183,0.301864,0.016867,0.013511,0.182008,0.003272,0.028668,1.132751,0.482865,0.346509,0.282144,0.269996,0.269854,0.257126,0.262914,0.241613,0.261101,0.250762,0.233670,0.203827,0.011926,0.010373,0.026546,0.017030,0.015861,0.012114,0.042084,0.006804,0.011083,0.009693,0.022190,0.009754,0.011849,not
0.066274,0.003498,3.036352,0.145348,0.172620,0.538571,0.011240,0.100460,-30.178635,1.891080,-0.029393,0.098894,-0.076834,-0.054536,0.001934,0.069865,-0.059481,0.103411,0.048878,0.099238,0.053791,0.012888,0.005535,0.040157,0.011731,0.022183,0.009703,0.044234,0.001757,0.009079,0.011709,0.030229,0.007132,0.029285,-0.000067,0.000014,-0.000415,-0.000071,-0.000026,-0.000535,0.000012,-0.000118,0.001821,0.001723,0.000595,-0.000044,0.000146,0.000194,-0.000517,0.000219,-0.000031,-0.000342,0.000011,-0.000242,0.000004,-0.000006,0.000001,0.000054,0.000002,0.000026,0.000018,0.000056,-0.000006,-0.000005,-0.000001,0.000008,0.000004,0.000015,0.044604,0.004187,0.289721,0.045843,0.028748,0.423301,0.011860,0.087979,2.734184,0.841104,0.591086,0.457791,0.396466,0.360104,0.377115,0.318537,0.329671,0.320573,0.295745,0.255420,0.230662,0.014356,0.009655,0.038245,0.014611,0.023585,0.013891,0.043740,0.002897,0.012454,0.014824,0.028572,0.011135,0.015264,0.040839,0.004327,0.394790,0.047321,0.036565,0.404520,0.014962,0.089593,2.037350,0.782491,0.570099,0.449628,0.388375,0.358085,0.360833,0.327774,0.346707,0.330312,0.314673,0.285078,0.261946,0.017148,0.011300,0.040696,0.017375,0.026643,0.016060,0.047521,0.003760,0.014649,0.017405,0.028206,0.012801,0.016555,not
0.082144,0.003163,3.082958,0.199229,0.197072,1.070446,0.002560,0.164487,-27.501071,0.351674,-0.859687,0.138039,-0.033408,-0.258072,-0.246315,-0.240863,-0.087093,-0.045022,-0.203584,-0.114202,-0.098187,0.012660,0.006190,0.012142,0.012681,0.007510,0.006744,0.006951,0.006764,0.010744,0.009763,0.011033,0.011400,0.009840,0.000170,0.000025,-0.007259,0.000182,-0.000020,0.005291,0.000012,0.000730,0.006510,-0.008431,0.002129,-0.000775,0.002738,-0.004539,0.001028,-0.000495,-0.003351,-0.000972,-0.000447,0.001831,-0.000065,-0.000002,-0.000143,0.000001,0.000009,0.000005,-0.000002,0.000015,0.000044,0.000025,-0.000064,-0.000456,-0.000010,-0.000118,0.025336,0.004849,0.257203,0.015016,0.007196,0.348513,0.001244,0.055535,1.495579,0.572122,0.467596,0.292809,0.289822,0.293368,0.269215,0.237244,0.225395,0.234417,0.212748,0.190837,0.169949,0.014445,0.006767,0.011467,0.011111,0.006091,0.005370,0.004847,0.005972,0.011033,0.008095,0.012644,0.015728,0.007144,0.021748,0.003903,0.338457,0.014282,0.008936,0.303936,0.001328,0.052869,0.955203,0.509107,0.378588,0.298031,0.299100,0.287093,0.287277,0.264475,0.254168,0.250376,0.253830,0.224555,0.202398,0.016131,0.009019,0.014099,0.014522,0.007468,0.006302,0.005739,0.006407,0.014260,0.010461,0.014841,0.017443,0.008373,not
0.050150,0.000823,3.078165,0.100305,0.115340,0.514580,0.009717,0.091170,-28.839963,0.741860,-0.001548,0.782980,-0.119883,0.156321,0.127699,-0.028408,0.069271,0.014961,0.041140,0.105695,-0.041788,0.005255,0.002462,0.057955,0.004425,0.013163,0.004775,0.091046,0.002084,0.004448,0.007332,0.029741,0.004874,0.032380,-0.000506,-0.000020,0.000580,-0.000764,-0.000885,-0.001691,0.000080,-0.000619,-0.177003,-0.001153,0.004964,-0.011136,0.004478,-0.001361,-0.002842,0.002219,-0.001167,0.001355,-0.000535,0.000898,0.000850,-0.000020,-0.000039,-0.000124,-0.000012,0.001239,-0.000085,-0.000189,-0.000004,-0.000070,-0.000014,-0.000044,-0.000018,0.000283,0.011621,0.000845,0.175437,0.015305,0.029181,0.145257,0.021297,0.020655,1.062527,0.330019,0.240351,0.275127,0.259310,0.214048,0.192161,0.171688,0.159756,0.141479,0.133708,0.139732,0.150543,0.003769,0.001621,0.039866,0.002903,0.011041,0.003019,0.057485,0.001895,0.003264,0.004599,0.019923,0.004052,0.014123,0.011007,0.000922,0.237211,0.017174,0.038247,0.150701,0.030860,0.022926,0.714179,0.319385,0.245180,0.290813,0.280445,0.230498,0.208562,0.214780,0.215173,0.186793,0.162920,0.161600,0.184907,0.005440,0.002133,0.049001,0.003813,0.010898,0.004205,0.076655,0.002621,0.004625,0.006300,0.026534,0.004826,0.017597,not
0.052816,0.063510,3.106991,0.120927,0.156429,0.440000,0.009603,0.077844,-22.957816,2.430171,-0.022149,-0.583710,-0.176732,-0.042112,0.034038,-0.133663,-0.126448,-0.126985,-0.121471,-0.071709,-0.039826,0.021653,0.009682,0.027531,0.022501,0.021088,0.019238,0.018744,0.003496,0.012595,0.018315,0.014748,0.006860,0.021580,-0.000031,0.000118,-0.000014,-0.000079,-0.000072,-0.000407,0.000021,-0.000026,0.005865,0.000074,-0.002817,0.000570,-0.000447,-0.001269,0.000687,-0.000240,-0.000523,-0.000448,-0.000109,0.000668,0.000175,-0.000021,-0.000002,-0.000020,0.000013,-0.000007,0.000017,-0.000024,-0.000009,-0.000038,-0.000070,-0.000013,0.000001,-0.000011,0.034199,0.040092,0.180152,0.035602,0.023522,0.368209,0.006105,0.069372,1.050730,0.550685,0.643780,0.403631,0.390555,0.300809,0.303210,0.278203,0.298550,0.243555,0.245804,0.256206,0.245428,0.025594,0.014117,0.025385,0.023550,0.023090,0.024855,0.018675,0.005530,0.014470,0.019574,0.015179,0.009289,0.010276,0.033664,0.045258,0.248793,0.034092,0.029483,0.371945,0.007412,0.073802,0.966040,0.540185,0.527221,0.389029,0.372940,0.317892,0.297456,0.292320,0.304084,0.272592,0.278421,0.269597,0.260341,0.031744,0.017213,0.030679,0.028936,0.030262,0.028565,0.022362,0.007138,0.017937,0.022682,0.017808,0.011569,0.012666,not
0.036554,0.010288,3.211532,0.072859,0.087035,0.437407,0.008086,0.050991,-38.911143,0.714236,-0.275349,-0.149076,-0.178758,-0.105423,-0.165511,-0.131617,-0.099668,-0.024465,-0.079249,-0.019824,-0.028805,0.005688,0.005238,0.008013,0.009913,0.091331,0.012751,0.007714,0.003249,0.006629,0.007858,0.007040,0.004935,0.033317,-0.000070,-0.000125,0.000054,-0.000378,-0.000604,0.001289,-0.000000,-0.000161,-0.101806,-0.007131,0.005439,-0.002226,-0.000784,0.002795,0.002950,0.003633,0.001503,-0.000836,-0.000624,-0.003140,-0.000894,-0.000019,-0.000105,-0.000002,-0.000005,0.000635,-0.000023,-0.000582,-0.000007,-0.000046,-0.000006,-0.000004,-0.000003,0.000019,0.030447,0.009570,0.142819,0.029754,0.018979,0.211640,0.010131,0.046263,1.674355,0.430203,0.378595,0.308025,0.197993,0.184248,0.200295,0.185765,0.167130,0.184215,0.170853,0.180966,0.171118,0.006299,0.007171,0.010022,0.016352,0.024117,0.018723,0.009329,0.006644,0.009323,0.010254,0.008544,0.007841,0.008468,0.030259,0.008059,0.196061,0.031516,0.021466,0.223713,0.011301,0.053633,1.110787,0.488179,0.311572,0.294380,0.225888,0.183315,0.192898,0.192432,0.166920,0.201841,0.189015,0.186797,0.189046,0.007585,0.008470,0.011397,0.019484,0.026968,0.022519,0.010910,0.008681,0.013425,0.013403,0.012482,0.010222,0.008288,not
0.068739,0.005671,2.879662,0.132254,0.147650,0.487462,0.006856,0.086441,-29.320144,0.844448,-0.267837,0.554587,-0.233855,0.160592,0.174560,0.166920,0.340413,0.100332,-0.084043,0.186017,0.097709,0.007376,0.004395,0.038154,0.004561,0.019464,0.002957,0.044751,0.003279,0.004575,0.008655,0.050045,0.005160,0.024268,-0.000085,0.000002,-0.000148,-0.000063,0.000023,-0.000627,0.000012,-0.000028,0.001875,0.001774,-0.002310,-0.000773,0.001278,-0.000477,0.000054,0.000494,-0.001091,-0.000114,0.000545,0.000194,0.000273,0.000002,0.000001,0.000007,0.000024,0.000026,0.000008,0.000016,0.000006,0.000004,-0.000045,0.000013,0.000000,-0.000004,0.031361,0.009512,0.337587,0.028288,0.025193,0.343280,0.003858,0.052131,1.610768,0.732484,0.541927,0.401848,0.531968,0.284138,0.311704,0.252457,0.222015,0.230145,0.208511,0.186524,0.174022,0.009025,0.005595,0.028484,0.005080,0.014052,0.003807,0.034689,0.004509,0.005212,0.009687,0.039612,0.006864,0.010190,0.033100,0.011397,0.453590,0.031270,0.030210,0.375919,0.004655,0.055210,1.490531,0.724870,0.521926,0.468062,0.519030,0.331443,0.335098,0.291475,0.273039,0.281386,0.247911,0.235378,0.226480,0.011809,0.007592,0.033441,0.006515,0.020212,0.005070,0.040353,0.005760,0.007268,0.012577,0.040788,0.008915,0.010959,not
0.084362,0.001697,3.138211,0.193824,0.225379,0.445988,0.003946,0.094358,-27.500332,2.145456,0.106464,0.506348,0.032477,0.188589,-0.349637,-0.054630,0.011562,0.059245,0.128328,-0.132960,-0.083219,0.013587,0.003144,0.030416,0.028760,0.031739,0.007293,0.021980,0.002801,0.009824,0.031152,0.028464,0.006525,0.023547,0.000566,-0.000003,-0.002768,0.000277,0.000114,0.001806,0.000011,0.000074,-0.009046,0.002167,0.003640,0.000637,-0.004487,-0.002458,0.003541,0.000739,0.002424,0.006169,0.005868,0.001968,0.002218,0.000029,-0.000019,-0.000387,-0.000449,0.000555,-0.000041,0.000173,0.000027,0.000109,0.000179,-0.000156,0.000008,0.000021,0.020931,0.001026,0.136452,0.021908,0.013368,0.150051,0.001471,0.038452,0.765667,0.421303,0.339297,0.279080,0.329406,0.309084,0.277126,0.259664,0.272164,0.220599,0.239457,0.200506,0.199897,0.012003,0.003218,0.023089,0.024680,0.018809,0.009651,0.012962,0.003249,0.009557,0.024412,0.016800,0.006662,0.008518,0.023254,0.001070,0.198151,0.022046,0.014753,0.166221,0.001884,0.042381,0.713630,0.391791,0.329520,0.307426,0.360563,0.313906,0.305560,0.288997,0.250606,0.264039,0.284305,0.251254,0.234277,0.017345,0.004079,0.024341,0.026150,0.022732,0.011135,0.017484,0.004049,0.013210,0.027211,0.021840,0.007980,0.009856,not
0.056006,0.005470,2.998318,0.095900,0.118889,0.492847,0.007418,0.094181,-26.293113,0.785041,-0.364499,0.484144,0.058487,0.272190,0.046439,0.101432,0.040476,0.012917,0.045557,0.165581,0.084518,0.007115,0.003938,0.027713,0.006659,0.023067,0.005099,0.086632,0.004662,0.008128,0.010064,0.010988,0.004847,0.026929,-0.000245,0.000042,-0.001729,0.000046,0.000352,-0.002713,0.000038,-0.000514,0.010499,0.006057,0.002458,0.002472,0.000890,0.002183,-0.001445,-0.000283,-0.000920,0.001921,-0.000608,-0.000914,0.000787,-0.000024,-0.000001,0.000043,-0.000027,-0.000011,-0.000007,0.001232,-0.000025,-0.000022,-0.000015,0.000096,-0.000183,0.000316,0.017752,0.005783,0.270259,0.016542,0.030352,0.259420,0.004492,0.039139,1.317894,0.733982,0.486161,0.370762,0.353789,0.281441,0.283197,0.254175,0.251010,0.211690,0.223894,0.218779,0.193936,0.006471,0.003862,0.022415,0.007751,0.019718,0.004776,0.067131,0.006374,0.009614,0.012501,0.007740,0.004725,0.017394,0.018125,0.006694,0.378847,0.020050,0.037806,0.296839,0.005200,0.044596,1.410800,0.733866,0.598526,0.421717,0.402061,0.382142,0.361646,0.301369,0.322775,0.274008,0.304867,0.284557,0.241135,0.008292,0.005057,0.027887,0.010742,0.025725,0.006620,0.080410,0.008775,0.011658,0.014022,0.010242,0.006449,0.020963,not
